surveyTargetID	surveyID	surveyTargetType	surveyTargetValue	includeOrExclude	isSurveyTargetFullyReported
P126.1A_landCover	P126.1A	landCover	"land cover: dry, agriculture | subland cover: moor, intensive agriculture"	include	FALSE
P126.1B_landCover	P126.1B	landCover	"land cover: dry, agriculture | subland cover: moor, intensive agriculture"	include	FALSE
P127.1A_landCover	P127.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P127.1B_landCover	P127.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P278.1A_landCover	P278.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P278.1B_landCover	P278.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P127.2A_landCover	P127.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P127.2B_landCover	P127.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P278.2A_landCover	P278.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P278.2B_landCover	P278.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P128.1A_landCover	P128.1A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P128.1B_landCover	P128.1B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P128.2A_landCover	P128.2A	landCover	land cover: dry | subland cover: moor	include	FALSE
P128.2B_landCover	P128.2B	landCover	land cover: dry | subland cover: moor	include	FALSE
P129.1A_landCover	P129.1A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P129.1B_landCover	P129.1B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P198.1A_landCover	P198.1A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P198.1B_landCover	P198.1B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P129.2A_landCover	P129.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P129.2B_landCover	P129.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P130.1A_landCover	P130.1A	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P130.1B_landCover	P130.1B	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P205.2A_landCover	P205.2A	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P205.2B_landCover	P205.2B	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P130.2A_landCover	P130.2A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P130.2B_landCover	P130.2B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P132.1A_landCover	P132.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P132.1B_landCover	P132.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P132.2A_landCover	P132.2A	landCover	"land cover: forest, dry | subland cover: moor, pasture"	include	FALSE
P132.2B_landCover	P132.2B	landCover	"land cover: forest, dry | subland cover: moor, pasture"	include	FALSE
P196.2A_landCover	P196.2A	landCover	"land cover: forest, dry | subland cover: moor, pasture"	include	FALSE
P196.2B_landCover	P196.2B	landCover	"land cover: forest, dry | subland cover: moor, pasture"	include	FALSE
P133.1A_landCover	P133.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P133.1B_landCover	P133.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P133.2A_landCover	P133.2A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P133.2B_landCover	P133.2B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P134.1A_landCover	P134.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P134.1B_landCover	P134.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P202.1A_landCover	P202.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P202.1B_landCover	P202.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P134.2A_landCover	P134.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P134.2B_landCover	P134.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P135.1A_landCover	P135.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P135.1B_landCover	P135.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P135.2A_landCover	P135.2A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P135.2B_landCover	P135.2B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P136.1A_landCover	P136.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P136.1B_landCover	P136.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P206.1A_landCover	P206.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P206.1B_landCover	P206.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P136.2A_landCover	P136.2A	landCover	land cover: agriculture | subland cover: intensive agriculture	include	FALSE
P136.2B_landCover	P136.2B	landCover	land cover: agriculture | subland cover: intensive agriculture	include	FALSE
P206.2A_landCover	P206.2A	landCover	land cover: agriculture | subland cover: intensive agriculture	include	FALSE
P206.2B_landCover	P206.2B	landCover	land cover: agriculture | subland cover: intensive agriculture	include	FALSE
P137.1A_landCover	P137.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P137.1B_landCover	P137.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P137.2A_landCover	P137.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P137.2B_landCover	P137.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P138.1A_landCover	P138.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P138.1B_landCover	P138.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P138.2A_landCover	P138.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P138.2B_landCover	P138.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P139.1A_landCover	P139.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P139.1B_landCover	P139.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P139.2A_landCover	P139.2A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P139.2B_landCover	P139.2B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P141.1A_landCover	P141.1A	landCover	land cover: agriculture | subland cover: intensive agriculture	include	FALSE
P141.1B_landCover	P141.1B	landCover	land cover: agriculture | subland cover: intensive agriculture	include	FALSE
P142.1A_landCover	P142.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P142.1B_landCover	P142.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P227.1A_landCover	P227.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P227.1B_landCover	P227.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P142.2A_landCover	P142.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P142.2B_landCover	P142.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P227.2A_landCover	P227.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P227.2B_landCover	P227.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P143.1A_landCover	P143.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P143.1B_landCover	P143.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P143.2A_landCover	P143.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P143.2B_landCover	P143.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P144.1A_landCover	P144.1A	landCover	land cover: wet | subland cover: meadow	include	FALSE
P144.1B_landCover	P144.1B	landCover	land cover: wet | subland cover: meadow	include	FALSE
P144.2A_landCover	P144.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P144.2B_landCover	P144.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P145.1A_landCover	P145.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P145.1B_landCover	P145.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P222.1A_landCover	P222.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P222.1B_landCover	P222.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P145.2A_landCover	P145.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P145.2B_landCover	P145.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P222.2A_landCover	P222.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P222.2B_landCover	P222.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P146.1A_landCover	P146.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P146.1B_landCover	P146.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P221.1A_landCover	P221.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P221.1B_landCover	P221.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P146.2A_landCover	P146.2A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P146.2B_landCover	P146.2B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P221.2A_landCover	P221.2A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P221.2B_landCover	P221.2B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P147.1A_landCover	P147.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P147.1B_landCover	P147.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P147.2A_landCover	P147.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P147.2B_landCover	P147.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P148.1A_landCover	P148.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P148.1B_landCover	P148.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P218.1A_landCover	P218.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P218.1B_landCover	P218.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P148.2A_landCover	P148.2A	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P148.2B_landCover	P148.2B	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P218.2A_landCover	P218.2A	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P218.2B_landCover	P218.2B	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P149.1A_landCover	P149.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P149.1B_landCover	P149.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P220.1A_landCover	P220.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P220.1B_landCover	P220.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P149.2A_landCover	P149.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, cropfield"	include	FALSE
P149.2B_landCover	P149.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, cropfield"	include	FALSE
P220.2A_landCover	P220.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, cropfield"	include	FALSE
P220.2B_landCover	P220.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, cropfield"	include	FALSE
P150.1A_landCover	P150.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P150.1B_landCover	P150.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P341.1A_landCover	P341.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P341.1B_landCover	P341.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P150.2A_landCover	P150.2A	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P150.2B_landCover	P150.2B	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P341.2A_landCover	P341.2A	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P341.2B_landCover	P341.2B	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P153.1A_landCover	P153.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P153.1B_landCover	P153.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P153.2A_landCover	P153.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P153.2B_landCover	P153.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P238.1A_landCover	P238.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P238.1B_landCover	P238.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P154.1A_landCover	P154.1A	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P154.1B_landCover	P154.1B	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P321.1A_landCover	P321.1A	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P321.1B_landCover	P321.1B	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P154.2B_landCover	P154.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P155.1A_landCover	P155.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P155.1B_landCover	P155.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P276.1A_landCover	P276.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P276.1B_landCover	P276.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P155.2A_landCover	P155.2A	landCover	"land cover: wet | subland cover: beach meadow, marsh, lake"	include	FALSE
P155.2B_landCover	P155.2B	landCover	"land cover: wet | subland cover: beach meadow, marsh, lake"	include	FALSE
P276.2A_landCover	P276.2A	landCover	"land cover: wet | subland cover: beach meadow, lake, marsh"	include	FALSE
P276.2B_landCover	P276.2B	landCover	"land cover: wet | subland cover: beach meadow, lake, marsh"	include	FALSE
P156.1A_landCover	P156.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P156.1B_landCover	P156.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P284.2A_landCover	P284.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P284.2B_landCover	P284.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P156.2A_landCover	P156.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P156.2B_landCover	P156.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P347.2A_landCover	P347.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P347.2B_landCover	P347.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P158.1A_landCover	P158.1A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P158.1B_landCover	P158.1B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P329.1A_landCover	P329.1A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P329.1B_landCover	P329.1B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P158.2A_landCover	P158.2A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P158.2B_landCover	P158.2B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P329.2A_landCover	P329.2A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P329.2B_landCover	P329.2B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P159.1A_landCover	P159.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P159.1B_landCover	P159.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P217.1A_landCover	P217.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P217.1B_landCover	P217.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P159.2A_landCover	P159.2A	landCover	land cover: agriculture | subland cover: NA	include	FALSE
P159.2B_landCover	P159.2B	landCover	land cover: agriculture | subland cover: NA	include	FALSE
P217.2A_landCover	P217.2A	landCover	land cover: agriculture | subland cover: NA	include	FALSE
P217.2B_landCover	P217.2B	landCover	land cover: agriculture | subland cover: NA	include	FALSE
P160.1A_landCover	P160.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P160.1B_landCover	P160.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P263.2A_landCover	P263.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P263.2B_landCover	P263.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P160.2A_landCover	P160.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P160.2B_landCover	P160.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P161.1A_landCover	P161.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P161.1B_landCover	P161.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P161.2A_landCover	P161.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P161.2B_landCover	P161.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P162.1A_landCover	P162.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P162.1B_landCover	P162.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P310.2A_landCover	P310.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P310.2B_landCover	P310.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P162.2A_landCover	P162.2A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P162.2B_landCover	P162.2B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P322.1A_landCover	P322.1A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P322.1B_landCover	P322.1B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P164.1A_landCover	P164.1A	landCover	"land cover: dry | subland cover: moor, pasture"	include	FALSE
P164.1B_landCover	P164.1B	landCover	"land cover: dry | subland cover: moor, pasture"	include	FALSE
P164.2A_landCover	P164.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P164.2B_landCover	P164.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P166.1A_landCover	P166.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P166.1B_landCover	P166.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P195.2A_landCover	P195.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P195.2B_landCover	P195.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P166.2A_landCover	P166.2A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P166.2B_landCover	P166.2B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P168.1A_landCover	P168.1A	landCover	land cover: dry | subland cover: moor	include	FALSE
P168.1B_landCover	P168.1B	landCover	land cover: dry | subland cover: moor	include	FALSE
P237.1A_landCover	P237.1A	landCover	land cover: dry | subland cover: moor	include	FALSE
P237.1B_landCover	P237.1B	landCover	land cover: dry | subland cover: moor	include	FALSE
P168.2A_landCover	P168.2A	landCover	land cover: dry | subland cover: moor	include	FALSE
P168.2B_landCover	P168.2B	landCover	land cover: dry | subland cover: moor	include	FALSE
P237.2A_landCover	P237.2A	landCover	land cover: dry | subland cover: moor	include	FALSE
P237.2B_landCover	P237.2B	landCover	land cover: dry | subland cover: moor	include	FALSE
P169.1A_landCover	P169.1A	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P169.1B_landCover	P169.1B	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P229.1A_landCover	P229.1A	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P229.1B_landCover	P229.1B	landCover	"land cover: wet | subland cover: meadow, marsh"	include	FALSE
P169.2A_landCover	P169.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P169.2B_landCover	P169.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P170.1A_landCover	P170.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P170.1B_landCover	P170.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	include	FALSE
P170.2A_landCover	P170.2A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P170.2B_landCover	P170.2B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P215.1A_landCover	P215.1A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P215.1B_landCover	P215.1B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P171.1A_landCover	P171.1A	landCover	land cover: wet | subland cover: meadow	include	FALSE
P171.1B_landCover	P171.1B	landCover	land cover: wet | subland cover: meadow	include	FALSE
P171.2A_landCover	P171.2A	landCover	land cover: urban | subland cover: NA	include	FALSE
P171.2B_landCover	P171.2B	landCover	land cover: urban | subland cover: NA	include	FALSE
P172.1A_landCover	P172.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P172.1B_landCover	P172.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P274.1A_landCover	P274.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P274.1B_landCover	P274.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P172.2A_landCover	P172.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P172.2B_landCover	P172.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P274.2A_landCover	P274.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P274.2B_landCover	P274.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P173.1A_landCover	P173.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P173.1B_landCover	P173.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P173.2A_landCover	P173.2A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P173.2B_landCover	P173.2B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P174.1A_landCover	P174.1A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P174.1B_landCover	P174.1B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P268.2A_landCover	P268.2A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P268.2B_landCover	P268.2B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P174.2A_landCover	P174.2A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P174.2B_landCover	P174.2B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P175.1A_landCover	P175.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	include	FALSE
P175.1B_landCover	P175.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	include	FALSE
P296.1A_landCover	P296.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	include	FALSE
P296.1B_landCover	P296.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	include	FALSE
P175.2A_landCover	P175.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P175.2B_landCover	P175.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P176.1A_landCover	P176.1A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P176.1B_landCover	P176.1B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P176.2A_landCover	P176.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P176.2B_landCover	P176.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P177.1A_landCover	P177.1A	landCover	"land cover: wet, agriculture | subland cover: marsh, intensive agriculture, extensive agriculture, semi-intensive agriculture"	include	FALSE
P177.1B_landCover	P177.1B	landCover	"land cover: wet, agriculture | subland cover: marsh, intensive agriculture, extensive agriculture, semi-intensive agriculture"	include	FALSE
P177.2A_landCover	P177.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P177.2B_landCover	P177.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P312.1A_landCover	P312.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P312.1B_landCover	P312.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P178.1A_landCover	P178.1A	landCover	land cover: forest | subland cover: NA	include	FALSE
P178.1B_landCover	P178.1B	landCover	land cover: forest | subland cover: NA	include	FALSE
P178.2A_landCover	P178.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P178.2B_landCover	P178.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P293.2A_landCover	P293.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P293.2B_landCover	P293.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P179.1A_landCover	P179.1A	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P179.1B_landCover	P179.1B	landCover	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	include	FALSE
P179.2A_landCover	P179.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P179.2B_landCover	P179.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P180.1A_landCover	P180.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P180.1B_landCover	P180.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P285.1A_landCover	P285.1A	landCover	land cover: urban | subland cover: NA	include	FALSE
P285.1B_landCover	P285.1B	landCover	land cover: urban | subland cover: NA	include	FALSE
P180.2A_landCover	P180.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P180.2B_landCover	P180.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P285.2A_landCover	P285.2A	landCover	land cover: forest | subland cover: NA	include	FALSE
P285.2B_landCover	P285.2B	landCover	land cover: forest | subland cover: NA	include	FALSE
P181.1A_landCover	P181.1A	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P181.1B_landCover	P181.1B	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P259.1A_landCover	P259.1A	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P259.1B_landCover	P259.1B	landCover	"land cover: wet | subland cover: marsh, lake"	include	FALSE
P181.2A_landCover	P181.2A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P181.2B_landCover	P181.2B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P259.2A_landCover	P259.2A	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P259.2B_landCover	P259.2B	landCover	"land cover: wet | subland cover: meadow, marsh, lake"	include	FALSE
P182.1A_landCover	P182.1A	landCover	land cover: dry | subland cover: pasture	include	FALSE
P182.1B_landCover	P182.1B	landCover	land cover: dry | subland cover: pasture	include	FALSE
P182.2A_landCover	P182.2A	landCover	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	include	FALSE
P182.2B_landCover	P182.2B	landCover	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	include	FALSE
P183.1A_landCover	P183.1A	landCover	land cover: dry | subland cover: moor	include	FALSE
P183.1B_landCover	P183.1B	landCover	land cover: dry | subland cover: moor	include	FALSE
P183.2A_landCover	P183.2A	landCover	"land cover: dry | subland cover: moor, pasture"	include	FALSE
