"continent","coordinatePrecision","coordinateUncertaintyInMeters","country","countryCode","county","datasetID","datasetName","day","decimalLatitude","decimalLongitude","endDayOfYear","eventCategory","eventConductedBy","eventConductedByID","eventDate","eventEffort","eventID","eventReferences","eventRemarks","eventTime","eventType","fieldNotes","fieldNumber","footprintSpatialFit","footprintSRS","footprintWKT","geodeticDatum","georeferencedBy","georeferencedByID","georeferencedDate","georeferenceProtocol","georeferenceProtocolID","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherGeography","higherGeographyID","island","islandGroup","locality","locationID","locationRemarks","maximumDepthInMeters","maximumDistanceAboveSurfaceInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumDistanceAboveSurfaceInMeters","minimumElevationInMeters","month","municipality","parentEventID","pointRadiusSpatialFit","preferredEventName","preferredSpatialRepresentation","siteNumber","startDayOfYear","stateProvince","verbatimCoordinates","verbatimCoordinateSystem","verbatimDepth","verbatimElevation","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","verbatimSRS","verticalDatum","waterBody","year"
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1914-05-18","","696f485d1b082645d83845ff31adf7bf","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Tongelre","","","","","","","","","","","","","","","","","North Brabant","","","","","18/5/1914","","","","","","",""
"","","","The Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1939-05-30","","432f58320d0f5a3681e22bc80e765251","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Noord-Holland","","","","","30 May 1939","","","","","","",""
"","","","Austria","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1929-11-02","","17c0a47c26c978e74e0749e40ce45037","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Judenburg","","","","","","","","","","","","","","","","","Styria","","","","","2-11-1929","","","","","","",""
"","","","Ecuador","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1929-02-20","","446f44663aecd1f7b6477a024cb3aa97","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Oriente region","","","","","","","","","","","","","","","","","Oriente","","","","","20-2-1929","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1898-12-24","","3a121efefe2fe443316fc7b20a1d2612","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Borneo","","Blu Riv.","","","","","","","","","","","","","","","","","C. Borneo, upper Mahakam","","","","","24-12-1898","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","2020-10-10","","1e8cbade32581ef3ea831cd870bc7a60","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Wassenaar","","","","","","","","","","","","","","","","","South Holland","","","","","10 October 2020","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1920-03-22","","94aae261fe613700e42301bacfe1f944","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Noordwijk aan Zee","","","","","","","","","","","","","","","","","South Holland","","","","","22-03-1920","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1937-05-21","","c9bb5e410c853862fbf1ccff39425bf1","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Belitung I., Simpang Rusa kampong","","","","","","","","","","","","","","","","","Belitung","","","","","21/5/1937","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","22-12-1969, On original label:\n22-12-'69","","51b7ee8b6ea38b43ad0cffba9276cc6d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Flores","","Todo","","","","","","","","","","","","","","","","","","","","","","22-12-1969, On original label:\n22-12-'69","","","","","","",""
"","","","Gaboen","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","7e88187a906d0235e380a337e4677254","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","156d9960a76b297cda04f0e792fc80d3","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Litjin","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1997-06-02","","0f95e48e3235ff621e929df65ef330b4","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Cibeureum curug/waterfall, Cibodas region","","","","","","","","","","","","","","","","","","","","","","2/6/1997","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1979-01-07","","58abec09910ac443e398d089650d6be0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Bergen, Nesdijk","","","","","","","","","","","","","","","","","North Holland","","","","","7-1-1979","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1931-01-21","","73161cda5ba37a7742e151c66c910926","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Seneng, Semarang","","","","","","","","","","","","","","","","","","","","","","21-01-1931","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1944-09-16","","8c283f6cff107efc48494b3af5873120","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Heerlerheide","","","","","","","","","","","","","","","","","Limburg","","","","","16-09-1944","","","","","","",""
"","","","Suriname","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1966-01-23","","e46934be99a785c3da803dc1ac37ee95","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Surinamerivier, Phedra","","","","","","","","","","","","","","","","","","","","","","23-01-1966","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1957-04-19","","622f5d36a2709ea7f80beb5c0a976fbd","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Lesser Sunda Islands","","Flores I., Tjarang","","","","","","","","","","","","","","","","","","","","","","19/4/1957","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1894-01-26","","208f2140db87a11d4ef107e0e43f00fd","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Borneo","","Kenepai Gunung/Mt.","","","","","","","","","","","","","","","","","","","","","","26-1-1894","","","","","","",""
"","","","Brazil","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1831-01-18","","74e9a107598ea0ed5af5e349c50deae6","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1906-06-26","","8ae86df8a9a32c3d2f0a1b3e10fb77f7","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Pasir Kananga","","","","","","","","","","","","","","","","","Preanger","","","","","26-06-1906","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","385f5dfbbea284b2c5d58f3413db4e73","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Netherlands, no further locality","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1919-11-15","","48221a923bb9f79f5d5bc0b5af341c50","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","","","","","","","","","","","","","","","","","","Sumatra, Res. Palembang","","","","","15-11-1919","","","","","","",""
"","","","Scotland","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1867-06-26","","36992e5685a8b9d2bb4ea9f4c0301de0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Unst","","","","","","","","","","","","","","","","","","","Shetland eilanden","","","","","26-06-1867","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1864-12-15","","1c3e44cba8ccabc09c059bcf6d7d8b79","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Nieuw Guinea","","Sorong","","","","","","","","","","","","","","","","","W. Nieuw Guinea","","","","","15-12-1864","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1869-03-18","","f7cd8b0c9285b0185dd998f5d646ae46","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Biak Island","","","","","","","","","","","","","","","","","","","Papua","","","","","18/3/1869","","","","","","",""
"","","","Philippijnen","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","b97ec8e3de2f0e980d6935e908296e80","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Norway","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","Date ± 30 days","","557e577fb92b747b997e54fd0b91d349","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Vest Spitsbergen","","Spitsbergen, no further locality [Vest cf]","","","","","","","","","","","","","","","","","Svalbard","","","","","Date ± 30 days","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","2008-11-01/2008-11-30","","b832c3d2bcbcc08c7ea2a2a2903bbdec","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Maassluis west","","","","","","","","","","","","","","","","","","","","","","November 2008","","","","","","",""
"","","","The Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1948-05-18","","c8cfea046e69b41ab68bdbb49c39c3e4","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Waalre","","","","","","","","","","","","","","","","","Noord-Brabant","","","","","18/5/1948","","","","","","",""
"","","","Italy","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","c9b34e60f96374f1f3268b8d7268d143","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sardinia","","Sardinia, no further locality","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Venezuela","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1900-06-14/1920-06-14","","fbb43c7ae0eeb32136fddb5ce29c6e71","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mérida","","","","3000 m","14-06-19xx","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1917-06-18","","df60d9432d141e6420cb6bf7a81d23b6","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","","","","","","","","","","","","","","","","","","Ophir District","","","","","18-06-1917","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1932-03-08","","86fef09af50131f2b3143bbb3fa94818","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Cibuni estate, NW of Kadupandak, West Java","","","","","","","","","","","","","","","","","","","","","","8/3/1932","","","","","","",""
"","","","Japan","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","23fde573b0c3f2d26883dcedce95827c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1947-01-01/1969-12-31","","bc538cf5669c1e7f3550cbdd2f1711ee","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Lesser Sunda Islands","","Flores I., no further locality","","","","","","","","","","","","","","","","","","","","","","1947-1969","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1965-02-13","","34359e9b5f22e16b9aefad3c249f569b","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Zandvoort, beach","","","","","","","","","","","","","","","","","North Holland","","","","","13-2-1965","","","","","","",""
"","","","Argentina","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","7/1871","","be8770578422aba3431cff8c3f455e0e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rio Negro","","","","","7/1871","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1942-09-04","","b1d7f9cc974076367ce61c6b311dd94e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Cibunder, near Cibodas, West Java","","","","","","","","","","","","","","","","","","","","","","4/9/1942","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1907-04-08","","59853614db89352c195255330d04c669","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Langbroek, Lunenburg estate","","","","","","","","","","","","","","","","","Utrecht","","","","","8-4-1907","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1976-08-20","","1feca379e158386bc5d064b65081bcc2","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Oostvaardersdijk","","","","","","","","","","","","","","","","","Flevoland","","","","","20-8-1976","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","4ed8349dd140b7bb3882c77a9e78f4b8","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Cibodas, West Java","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1941-10-30","","236a7d3e8789170b94ce2efe0c878508","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Amersfoort","","","","","","","","","","","","","","","","","Utrecht","","","","","30-10-1941","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1912-12-04","","607891b98f9c2d7895d087229730103a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Medan, Deli, NE Sumatra","","","","","","","","","","","","","","","","","","","","","","4-12-1912","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1992-07-20","","12859f70b8d2c06cf4bf272a014e8637","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Oostvaardersplassen","","","","","","","","","","","","","","","","","","","","","","20-07-1992","","","","","","",""
"","","84358.0","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","52.045155","5.871823","","","","","1853-06-30","","84bf20cf35d1c6c5195082e038d1b195","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gelderland","","","","","30/6/1853","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1927-03-10","","4e0049db5dd83e5d28fa4bfb86ad528e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Situ Gunung lake (980 m), on Pangrango Gunung/Mt., West JKava","","","","","","","","","","","","","","","","","","","","","","10/3/1927","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1931-11-18","","ee7b585b25903f836ee2191c17532814","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Semarang residency, C Java","","","","","","","","","","","","","","","","","","","","","","18/11/1931","","","","","","",""
"","","","Jordan","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","5adfe5177f64627fe64b2fef56bf4e9d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Akaba","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","""Inde""","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","a50466216c0a528b69b5266984766df7","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Himalaya","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1956-01-15","","05525eca46e1a9f597e22c78f48e9a29","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Wolfheze, De Buunderkamp estate","","","","","","","","","","","","","","","","","Gelderland","","","","","15-1-1956","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1865-09-21","","10d3ec8b29bd6ea6ed71a8296d544e80","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Goram","","","","","21-09-1865","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1970-12-31","","250c31ae0d56e40d66816631a42fd7f0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31-12-1970","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1899-10-01/1899-10-31","","ec8b20f032b3404563aa5dd78633a3ab","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Borneo","","Blu riv.","","","","","","","","","","","","","","","","","C. Borneo","","","","","October 1899","","","","","","",""
"","","","Kenya","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1976-10-26","","f3e9f38c342ed9f30cb04c89d98eb498","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Kamuuani","","","","","","","","","","","","","","","","","Machakos, Kalama","","","","","26-10-1976","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1966-02-27","","e84c2a26f72ba84cb505ee919b1526da","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Loenen aan de Vecht","","","","","","","","","","","","","","","","","","","","","","27-02-1966","","","","","","",""
"","","","Germany","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1880-03-16","","42c07808159b25c6af774c16a4aafe30","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Dümmersee","","","","","","","","","","","","","","","","","Lower Saxony","","","","","16-3-1880","","","","","","",""
"","","","Australia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1860-03-10","","7841bb76da1d4944877629e9acfc9f7c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cooks River","","","","","10-03-1860","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1910-04-09","","54fd2592b2d26d6a373f393dc1f9c996","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Anholt","","","","","","","","","","","","","","","","","Westfalen","","","","","09-04-1910","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1861-04-07","","0c5cc32d96abb9dc7188966d72e45bb3","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Ternate","","","","","","","","","","","","","","","","","","","","","","","","07-04-1861","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","1abbcc1146c307c2e83b907886df2b41","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Celebes","","","","","","","","","","","","","","","","","","","Noord-Celebes","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1937-05-10/1937-05-11","","f534ccc4f4aa0a266fc612eafc02bd25","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Westschouwen, vuurtoren","","","","","","","","","","","","","","","","","Zeeland","","","","","10/11-5-1937","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1907-05-09","","d243eae5d9d5aefedf11ffc5f4601fea","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","New Guinea","","Noordrivier","","","","","","","","","","","","","","","","","Nieuw-Guinea","","","","","09-05-1907","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1969-02-19","","8a0f97594dbdafc1d9d900eaf3d45376","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Egmond aan Zee, beach","","","","","","","","","","","","","","","","","North Holland","","","","","19-2-1969","","","","","","",""
"","","","Suriname","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1958-09-10","","96c35bb432ee4830e0b86202d9edae93","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Paramaribo","","","","","","","","","","","","","","","","","","","","","","10-09-1958","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","a02de7b865dc78ae52ecf5f0e0d326ce","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kisser","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","10a9366e53b95d614c7de950b3a57f8d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Fakfak [= Onin Mts cf], Onin Peninsula","","","","","","","","","","","","","","","","","West New Guinea","","","","","","","","","","","",""
"","","","Suriname","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1900-06-30","","652bcb152f9a6cc36c23a0b02afb1894","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Suriname, no further locality","","","","","","","","","","","","","","","","","","","","","","30/6/1900","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1910-06-02","","7c23d51fe929d1ed555a3b2b02ae6e57","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Pangerango","","","","","","","","","","","","","","","","","Java, Preanger","","","","","02-06-1910","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1939-10-26","","51e58d0f60f8574e57c0ac3a0bca52c0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Araboebivak","","","","","","","","","","","","","","","","","","","","","","26-10-1939","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1940-07-01","","2140c20afd441915584f6b98beb7c5d4","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Bogor, Kota Baru kampong","","","","","","","","","","","","","","","","","","","","","","1/7/1940","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1958-07-02","","ae46ea65b99677a8304e1b7fd7ef2b69","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-7-1958","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","d5fba46e1210202abd54b54b668cfb93","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Apeldoorn area","","","","","","","","","","","","","","","","","Gelderland","","","","","","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1861-11-09","","77afa11a18235ce284b1ec82ae19620c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Dodinga","","","","","","","","","","","","","","","","","Halmahera","","","","","09-11-1861","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","94757bc571a054decbf32bd7b08be0c5","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Zuidoost-Afrika","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1860-05-15","","96857098e11f7e78805156ab484c8a5b","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Bij Rotterdam","","","","","","","","","","","","","","","","","South Holland","","","","","15-05-1860","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1881-04-22","","94759e04f921bd04c4e6c90bb919b0e8","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Isl. Soelanga","","","","","","","","","","","","","","","","","","","","","","","","22-04-1881","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1949-06-21","","d2fc8125e0e85ffca03e63a706227bfe","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Drongelen","","","","","","","","","","","","","","","","","North Brabant","","","","","21/6/1949","","","","","","",""
"","","","Suriname","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1978-03-03","","def69e83f55a7f8a2edeefef63fe2256","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Brownsberg","","","","","","","","","","","","","","","","","","","","","","03-03-1978","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1976-10-02","","347e5d12f0b271b9622dada884b66e9f","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Zoutelande, beach","","","","","","","","","","","","","","","","","Zeeland","","","","","2-10-1976","","","","","","",""
"","","","United Kingdom","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","44e7fb1d23529ea7143e58f8488ede16","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Falkland Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1916-01-17","","07857376c65ca01dc199fae9340d840d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Serbadjadi (58 m), Serdang, NE Sumatra","","","","","","","","","","","","","","","","","","","","","","17-1-1916","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1923-12-20","","ee922c50444baa6d7fb07ecd67226300","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Bij Moeara Gembong","","","","","","","","","","","","","","","","","","","","","","20-12-1923","","","","","","",""
"","","","Ecuador","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","41e60832f8d7266f227f216d438d58e2","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1919-01-01/1919-12-31","","b0b30e0e99b7b4262cf9c84c4e6a959f","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Cikajang, near Garut, West Java","","","","","","","","","","","","","","","","","","","","","","1919","","","","","","",""
"","","","Kenya","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1976-09-20","","00632244f71d7cb870e0b847483f0c6a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Muumandu","","","","","","","","","","","","","","","","","Machakos, Kalama","","","","","20-09-1976","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","19-04-1903, On green label: 19/4/03","","d6f5419580e92cd09c26336a13013c33","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Liosa","","","","","","","","","","","","","","","","","Attica","","","","","19-04-1903, On green label: 19/4/03","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1971-01-05","","0084b02170713ccbe7015a78c51f5064","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Lage Vuursche<>Baarn","","","","","","","","","","","","","","","","","Utrecht","","","","","5-1-1971","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1916-02-09","","5e855fc297481ced4783a1fd5512d96a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Borneo","","Rantau","","","","","","","","","","","","","","","","","Z.O. Borneo","","","","","09-02-1916","","","","","","",""
