"class","cultivarEpithet","externalClassificationSource","family","genericName","genus","geoClassificationCode","geoName","identificationID","infragenericEpithet","infraspecificEpithet","kingdom","nameAccordingTo","namePublishedIn","namePublishedInYear","nomenclaturalCode","nomenclaturalStatus","order","phylum","scientificName","scientificNameAuthorship","scientificNameID","specificEpithet","subfamily","subgenus","taxonID","taxonRank","taxonSortOrder","vernacularName"
"Aves","","","Thamnophilidae Swainson, 1824","Percnostola","Percnostola Cabanis & Heine, 1859","","","25d1e192140f66e0f22a82fde6e31150","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Percnostola rufifrons (Gmelin, 1789)","(Gmelin, 1789)","","rufifrons","","","https://www.catalogueoflife.org/data/taxon/773SX","SPECIES","",""
"Aves","","","Stercorariidae","Stercorarius","Stercorarius Brisson, 1760","","","d3ce136ca8ab301ab52fef03ea48bb46","","","Animalia","","","","ICZN","","Charadriiformes","Chordata","Stercorarius pomarinus (Temminck, 1815)","(Temminck, 1815)","","pomarinus","","","https://www.catalogueoflife.org/data/taxon/52D8P","SPECIES","",""
"Aves","","","Charadriidae Leach, 1820","Charadrius","Charadrius Linnaeus, 1758","","","929e9291ed329242c144d2f8f7b406f6","","","Animalia","","","1790","ICZN","","Charadriiformes","Chordata","Charadrius falklandicus Latham, 1790","Latham, 1790","","falklandicus","","","https://www.catalogueoflife.org/data/taxon/TMWW","SPECIES","",""
"Aves","","","Cuculidae","Clamator","Clamator Kaup, 1829","","","9af313717720f7c8cca5d1390353c3e3","","","Animalia","","","","ICZN","","Cuculiformes","Chordata","Clamator coromandus (Linnaeus, 1766)","(Linnaeus, 1766)","","coromandus","Cuculinae","","https://www.catalogueoflife.org/data/taxon/VQNW","SPECIES","",""
"Aves","","","Scolopacidae Rafinesque, 1815","Tringa","Tringa Linnaeus, 1758","","","783edfd9f19d11d5a8e426ef17f37c5d","","eurhina","Animalia","","","","ICZN","","Charadriiformes","Chordata","Tringa totanus eurhina (Oberholser, 1900)","(Oberholser, 1900)","","totanus","","","https://www.catalogueoflife.org/data/taxon/BP5XG","SUBSPECIES","",""
"Aves","","","Trochilidae","Eriocnemis","Eriocnemis Reichenbach, 1849","","","3c8ecdb6379965af6f2b1606536f0ab0","","","Animalia","","","","ICZN","","Apodiformes","Chordata","Eriocnemis luciani (Bourcier, 1847)","(Bourcier, 1847)","","luciani","Trochilinae","","https://www.catalogueoflife.org/data/taxon/3B3RP","SPECIES","",""
"Aves","","","Passeridae Rafinesque, 1815","Pseudonigrita","Pseudonigrita Reichenow, 1903","","","5c7a3fc70db87d7789c2f08d8f6f45ae","","arnaudi","Animalia","","","","ICZN","","Passeriformes","Chordata","Pseudonigrita arnaudi arnaudi (Bonaparte, 1850)","(Bonaparte, 1850)","","arnaudi","","","https://www.catalogueoflife.org/data/taxon/BNXLN","SUBSPECIES","",""
"Aves","","","Acrocephalidae Salvin, 1882","Hippolais","Hippolais Conrad von Baldenstein, 1827","","","8750cf2cea448fb137052be5db786a60","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Hippolais olivetorum (Strickland, 1837)","(Strickland, 1837)","","olivetorum","","","https://www.catalogueoflife.org/data/taxon/3M26D","SPECIES","",""
"Aves","","","Trochilidae","Oxypogon","Oxypogon Gould, 1848","","","4e915212cd4026cea01d6f796f024ed7","","","Animalia","","","","ICZN","","Apodiformes","Chordata","Oxypogon guerinii (Boissonneau, 1840)","(Boissonneau, 1840)","","guerinii","Trochilinae","","https://www.catalogueoflife.org/data/taxon/4BJCB","SPECIES","",""
"Aves","","","Fringillidae Leach, 1820","Fringilla","Fringilla Linnaeus, 1758","","","7d117f58c179406fb6163a0f2604706a","","","Animalia","","","1758","ICZN","","Passeriformes","Chordata","Fringilla montifringilla Linnaeus, 1758","Linnaeus, 1758","","montifringilla","","","https://www.catalogueoflife.org/data/taxon/6JPSG","SPECIES","",""
"Aves","","","Nectariniidae Vigors, 1825","Aethopyga","Aethopyga Cabanis, 1850","","","efdf77e6cc980fc7c62889d9cb0af484","","siparaja","Animalia","","","","ICZN","","Passeriformes","Chordata","Aethopyga siparaja siparaja (Raffles, 1822)","(Raffles, 1822)","","siparaja","","","https://www.catalogueoflife.org/data/taxon/BMYLX","SUBSPECIES","",""
"Aves","","","Caprimulgidae","Caprimulgus","Caprimulgus Linnaeus, 1758","","","93e270d1882b6b5f5f55ee4f3aa5290d","","affinis","Animalia","","","1821","ICZN","","Caprimulgiformes","Chordata","Caprimulgus affinis affinis Horsfield, 1821","Horsfield, 1821","","affinis","","","https://www.catalogueoflife.org/data/taxon/BN5DS","SUBSPECIES","",""
"Aves","","","Notiomystidae A. Driskell, Christidis, Gill, Boles, Barker & Longmore, 2007","Notiomystis","Notiomystis Richmond, 1908","","","e419460de827d1c59600228d90aa0c3e","","cincta","Animalia","","","","ICZN","","Passeriformes","Chordata","Notiomystis cincta cincta (Du Bus de Gisignies, 1839)","(Du Bus de Gisignies, 1839)","","cincta","","","https://www.catalogueoflife.org/data/taxon/BNQT2","SUBSPECIES","",""
"Aves","","","Columbidae","Ducula","Ducula Hodgson, 1836","","","2e7d96f8eb040bad44af6ada844be50f","","aenea","Animalia","","","","ICZN","","Columbiformes","Chordata","Ducula aenea aenea (Linnaeus, 1766)","(Linnaeus, 1766)","","aenea","Treroninae","","https://www.catalogueoflife.org/data/taxon/BNCQC","SUBSPECIES","",""
"Aves","","","Laridae","Larus","Larus Linnaeus, 1758","","","44ebde15f4593ee78dab087bcdcba6e9","","","Animalia","","","1763","ICZN","","Charadriiformes","Chordata","Larus argentatus Pontoppidan, 1763","Pontoppidan, 1763","","argentatus","","","https://www.catalogueoflife.org/data/taxon/3SBPN","SPECIES","",""
"Aves","","","Estrildidae Bonaparte, 1850","Lonchura","Lonchura Sykes, 1832","","","1d8b7668c0c909979def7bb8f7f3144e","","cucullata","Animalia","","","","ICZN","","Passeriformes","Chordata","Lonchura cucullata cucullata (Swainson, 1837)","(Swainson, 1837)","","cucullata","","","https://www.catalogueoflife.org/data/taxon/7JYPG","SUBSPECIES","",""
"Aves","","","Leiothrichidae Swainson, 1832","Garrulax","Garrulax Lesson, 1831","","","9103926e237a26dd1db4f9269f7da9cb","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Garrulax canorus (Linnaeus, 1758)","(Linnaeus, 1758)","","canorus","","","https://www.catalogueoflife.org/data/taxon/3FBQP","SPECIES","",""
"Aves","","","Apodidae","Cypsiurus","Cypsiurus R. Lesson, 1843","","","1719689cf7a01233dbcd0dc89589414b","","","Animalia","","","","ICZN","","Apodiformes","Chordata","Cypsiurus parvus (M. H. K. Lichtenstein, 1823)","(M. H. K. Lichtenstein, 1823)","","parvus","Apodinae","","https://www.catalogueoflife.org/data/taxon/6BWHZ","SPECIES","",""
"Aves","","","Icteridae","Molothrus","Molothrus Swainson, 1832","","","9d3df49dc23d3acd2522a14bf491bd47","","bonariensis","Animalia","","","","ICZN","","Passeriformes","Chordata","Molothrus bonariensis bonariensis (Gmelin, 1789)","(Gmelin, 1789)","","bonariensis","","","https://www.catalogueoflife.org/data/taxon/BNP8G","SUBSPECIES","",""
"Aves","","","Emberizidae","Emberiza","Emberiza Linnaeus, 1758","","","3b8d1df12690dac174b70ba4cc743011","","septemstriata","Animalia","","","1837","ICZN","","Passeriformes","Chordata","Emberiza tahapisi septemstriata Rüppell, 1837","Rüppell, 1837","","tahapisi","","","https://www.catalogueoflife.org/data/taxon/BND8B","SUBSPECIES","",""
"Aves","","","Pelecanidae Rafinesque, 1815","Pelecanus","Pelecanus Linnaeus, 1758","","","23fd08fd74c1545bf5739d0ab85d463d","","carolinensis","Animalia","","","1789","ICZN","","Pelecaniformes","Chordata","Pelecanus occidentalis carolinensis Gmelin, 1789","Gmelin, 1789","","occidentalis","","","https://www.catalogueoflife.org/data/taxon/BNSWX","SUBSPECIES","",""
"Aves","","","Anatidae Leach, 1820","Anser","Anser Brisson, 1760","","","bce3d7d51b96075948868dfe007d2d4b","","albifrons","Animalia","","","","ICZN","","Anseriformes","Chordata","Anser albifrons albifrons (Scopoli, 1769)","(Scopoli, 1769)","","albifrons","","","https://www.catalogueoflife.org/data/taxon/BMZP3","SUBSPECIES","",""
"Aves","","","Fringillidae Leach, 1820","","Euphonia","","","90416bc026e2d21dfe3fbb8205cf9bf0","","","Animalia","","","1806","ICZN","","Passeriformes","Chordata","Euphonia Desmarest, 1806","Desmarest, 1806","","","","","https://www.catalogueoflife.org/data/taxon/635G4","GENUS","",""
"Aves","","","Scolopacidae Rafinesque, 1815","Philomachus","Calidris Merrem, 1804","","","2cd86becdc64c37407f8cf6821a41b78","","","Animalia","","","","ICZN","","Charadriiformes","Chordata","Calidris pugnax (Linnaeus, 1758)","(Linnaeus, 1758)","","pugnax","","","https://www.catalogueoflife.org/data/taxon/9HCHQ","SPECIES","",""
"Aves","","","Psittaculidae","Psittrichas","Psittrichas R. Lesson, 1831","","","fd9134826c41b0eb778d38792230c490","","","Animalia","","","","ICZN","","Psittaciformes","Chordata","Psittrichas fulgidus (R. Lesson, 1830)","(R. Lesson, 1830)","","fulgidus","","","https://www.catalogueoflife.org/data/taxon/4PKDJ","SPECIES","",""
"Aves","","","Motacillidae Horsfield, 1821","Motacilla","Motacilla Linnaeus, 1758","","","1d883294eace520b3da1d1fe36ed2c6c","","cinerea","Animalia","","","1771","ICZN","","Passeriformes","Chordata","Motacilla cinerea cinerea Tunstall, 1771","Tunstall, 1771","","cinerea","","","https://www.catalogueoflife.org/data/taxon/BNPG7","SUBSPECIES","",""
"Aves","","","Picidae","Dryocopus","Dryocopus F. Boie, 1826","","","f47d3c53d41ba7568fd1aad1672958b6","","parvus","Animalia","","","","ICZN","","Piciformes","Chordata","Dryocopus javensis parvus (Richmond, 1902)","(Richmond, 1902)","","javensis","Picinae","","https://www.catalogueoflife.org/data/taxon/BNCNL","SUBSPECIES","",""
"Aves","","","Psittacidae","Aratinga","Eupsittula Bonaparte, 1853","","","73a7f3dc92f9f53d77798fd86542ac12","","pertinax","Animalia","","","","ICZN","","Psittaciformes","Chordata","Eupsittula pertinax pertinax (Linnaeus, 1758)","(Linnaeus, 1758)","","pertinax","","","https://www.catalogueoflife.org/data/taxon/C4CBD","SUBSPECIES","",""
"Aves","","","Columbidae","Ducula","Ducula Hodgson, 1836","","","7c19ad31dd71b0794e155bd8fdfb33d2","","","Animalia","","","","ICZN","","Columbiformes","Chordata","Ducula luctuosa (Temminck, 1824)","(Temminck, 1824)","","luctuosa","Treroninae","","https://www.catalogueoflife.org/data/taxon/37Z9L","SPECIES","",""
"Aves","","","Apodidae","Collocalia","Collocalia G. R. Gray, 1840","","","9400d7d091f609387a2683b4f2ad2232","","","Animalia","","","","ICZN","","Apodiformes","Chordata","Collocalia esculenta (Linnaeus, 1758)","(Linnaeus, 1758)","","esculenta","Apodinae","","https://www.catalogueoflife.org/data/taxon/X4P2","SPECIES","",""
"Aves","","","Icteridae","Cacicus","Cacicus Lacepede, 1799","","","ab82c0c1c8c3504176c2563bf64a7e53","","affinis","Animalia","","","","ICZN","","Passeriformes","Chordata","Cacicus haemorrhous affinis (Swainson, 1834)","(Swainson, 1834)","","haemorrhous","","","https://www.catalogueoflife.org/data/taxon/BN4FH","SUBSPECIES","",""
"Aves","","","Sturnidae Rafinesque, 1815","Aplonis","Aplonis Gould, 1836","","","c02979ee157260865a2a088ceca326f5","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Aplonis atrifusca (Peale, 1848)","(Peale, 1848)","","atrifusca","","","https://www.catalogueoflife.org/data/taxon/FPHZ","SPECIES","",""
"Aves","","","Picidae","Jynx","Jynx Linnaeus, 1758","","","71e7e677cbaedcd42374f095e5cb5b8f","","","Animalia","","","1830","ICZN","","Piciformes","Chordata","Jynx ruficollis Wagler, 1830","Wagler, 1830","","ruficollis","Jynginae","","https://www.catalogueoflife.org/data/taxon/3QXQQ","SPECIES","",""
"Aves","","","Sylviidae Leach, 1820","Sylvia","Sylvia Scopoli, 1769","","","4a0b0e41c8e8c23214f0df0c6b1151e4","","borin","Animalia","","","","ICZN","","Passeriformes","Chordata","Sylvia borin borin (Boddaert, 1783)","(Boddaert, 1783)","","borin","","","https://www.catalogueoflife.org/data/taxon/BP3X9","SUBSPECIES","",""
"Aves","","","Alaudidae Vigors, 1825","Lullula","Lullula Kaup, 1829","","","1264c3ca70894fb0b25eab14ee5a5552","","arborea","Animalia","","","","ICZN","","Passeriformes","Chordata","Lullula arborea arborea (Linnaeus, 1758)","(Linnaeus, 1758)","","arborea","","","https://www.catalogueoflife.org/data/taxon/BNM8H","SUBSPECIES","",""
"Aves","","","Passerellidae","Zonotrichia","Zonotrichia Swainson, 1832","","","563486dfa002af42f798cf1a1cbd19ea","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Zonotrichia albicollis (J. F. Gmelin, 1789)","(J. F. Gmelin, 1789)","","albicollis","","","https://www.catalogueoflife.org/data/taxon/5D75Z","SPECIES","",""
"Aves","","","Dicruridae Vigors, 1825","Dicrurus","Dicrurus Vieillot, 1816","","","2b4799ab5643d1f4c7ea6adae270f20e","","suluensis","Animalia","","","1902","ICZN","","Passeriformes","Chordata","Dicrurus hottentottus suluensis Hartert, 1902","Hartert, 1902","","hottentottus","","","https://www.catalogueoflife.org/data/taxon/BNC4D","SUBSPECIES","",""
"Aves","","","Psittaculidae","Charmosyna","Hypocharmosyna Salvadori, 1891","","","a238d26c0373d1c47ded81edd3e4bd1d","","","Animalia","","","","ICZN","","Psittaciformes","Chordata","Hypocharmosyna placentis (Temminck, 1835)","(Temminck, 1835)","","placentis","","","https://www.catalogueoflife.org/data/taxon/C462D","SPECIES","",""
"Aves","","","Hemiprocnidae","Hemiprocne","Hemiprocne Nitzsch, 1829","","","7beee488dd1fa19586cf23693f59df58","","comata","Animalia","","","","ICZN","","Apodiformes","Chordata","Hemiprocne comata comata (Temminck, 1824)","(Temminck, 1824)","","comata","","","https://www.catalogueoflife.org/data/taxon/BNHW9","SUBSPECIES","",""
"Aves","","","Phasianidae","Perdix","Perdix Brisson, 1760","","","2acdd2ca6fff092c0d7e85cb792ee49e","","","Animalia","","","","ICZN","","Galliformes","Chordata","Perdix perdix (Linnaeus, 1758)","(Linnaeus, 1758)","","perdix","","","https://www.catalogueoflife.org/data/taxon/6V58Q","SPECIES","",""
"Aves","","","Muscicapidae Fleming, 1822","Saxicola","Saxicola Bechstein, 1802","","","be4f1f891f3297e1bccbb550ebbb020e","","torquatus","Animalia","","","","ICZN","","Passeriformes","Chordata","Saxicola torquatus torquatus (Linnaeus, 1766)","(Linnaeus, 1766)","","torquatus","","","https://www.catalogueoflife.org/data/taxon/BNZQY","SUBSPECIES","",""
"Aves","","","Timaliidae Vigors & Horsfield, 1827","Stachyris","Stachyris Hodgson, 1844","","","e0c40f8f72fe94c03bbf591e6dd108c7","","thoracica","Animalia","","","","ICZN","","Passeriformes","Chordata","Stachyris thoracica thoracica (Temminck, 1821)","(Temminck, 1821)","","thoracica","","","https://www.catalogueoflife.org/data/taxon/BP3BW","SUBSPECIES","",""
"Aves","","","Accipitridae Vigors, 1824","Circus","Circus Lacepede, 1799","","","c9448e1bb39505de101fbbaab588e130","","aeruginosus","Animalia","","","","ICZN","","Accipitriformes","Chordata","Circus aeruginosus aeruginosus (Linnaeus, 1758)","(Linnaeus, 1758)","","aeruginosus","","","https://www.catalogueoflife.org/data/taxon/BN7M6","SUBSPECIES","",""
"Aves","","","Strigidae","Speotyto","Athene F. Boie, 1822","","","80c9a2cefe3affb43813cbda1795064e","","","Animalia","","","","ICZN","","Strigiformes","Chordata","Athene cunicularia (Molina, 1782)","(Molina, 1782)","","cunicularia","Surniinae","","https://www.catalogueoflife.org/data/taxon/5W7C4","SPECIES","",""
